4.32979,,,,5.3173,,,,,,,4.9592,,-3.0779,,-1.9999,,,5,-5,-2
3.67926,,,,4.6246,,,,,,,4.7676,,-3.1934,,-2.0001,,,4.74967,-5.10628,-1.99205
3.49246,,,,5.2489,,,,,,,4.7166,,-3.2142,,-1.9984,,,4.49004,-5.19187,-1.96434
2.94989,,,,4.0809,,,,,,,4.4786,,-3.3873,,-2.0005,,,4.22824,-5.29615,-1.93394
2.88178,,,,3.9524,,,,,,,4.2535,,-3.552,,-2.0029,,,3.96046,-5.40282,-1.96304
3.23973,,,,4.2657,,,,,,,4.1014,,-3.6129,,-2.0011,,,3.68606,-5.49041,-1.94436
3.4319,,,,4.8214,,,,,,,4.0012,,-3.5847,,-1.9943,,,3.40527,-5.58485,-1.94047
1.65214,,,,4.9788,,,,,,,3.9769,,-3.4244,,-1.9778,,,3.1225,-5.67848,-1.94063
2.16492,,,,1.8843,,,,,,,3.5375,,-3.9779,,-2.0111,,,2.8363,-5.78028,-1.96129
2.12836,,,,4.1412,,,,,,,3.4497,,-3.8816,,-1.9946,,,2.54229,-5.88144,-1.97781
2.20872,,,,2.3412,,,,,,,3.1059,,-4.2357,,-2.0187,,,2.24257,-5.97013,-1.97656
0.948485,,,,1.8285,,,,,,,2.7387,,-4.5977,,-2.0465,,,1.94112,-6.08617,-1.98326
0.569867,,,,2.145,,,,,,,2.4535,,-4.7886,,-2.057,,,1.63552,-6.18027,-1.96919
1.17163,,,,2.1686,,,,,,,1.5865,,-5.9149,,-2.1923,,,1.32456,-6.2657,-1.98171
0.512052,,,,0.81183,,,,,,,1.2569,,-6.0774,,-2.2011,,,1.01185,-6.36557,-1.94589
0.170804,,,,-0.96869,,,,,,,0.80992,,-6.4298,,-2.2485,,,0.69062,-6.45995,-1.94416
0.377085,,,,0.66652,,,,,,,0.39809,,-6.6928,,-2.2819,,,0.364909,-6.55393,-1.96951
0.0775955,,,,1.5213,,,,,,,0.081887,,-6.7612,,-2.2665,,,0.034682,-6.66073,-1.91218
-0.24612,,,,0.30772,,,,,,,-0.24812,,-6.8469,,-2.2547,,,-0.298916,-6.76946,-1.90051
-0.687738,,,,-0.4655,,,,,,,-0.61835,,-7.0409,,-2.2988,,,-0.637912,-6.84994,-1.91002
-0.809336,,,,-1.8462,,,,,,,-0.95726,,-7.0983,,-2.2636,,,-0.985299,-6.93933,-1.90169
-0.884262,,,,-1.4765,,,,,,,-1.3143,,-7.209,,-2.2619,,,-1.33577,-7.03416,-1.86083
-1.11327,,,,-1.6161,,,,,,,-1.6752,,-7.314,,-2.2565,,,-1.68877,-7.1087,-1.84818
-1.5968,,,,-1.986,,,,,,,-2.0385,,-7.4105,,-2.2453,,,-2.04366,-7.19396,-1.80208
-1.72155,,,,-2.7663,,,,,,,-2.4155,,-7.5333,,-2.2526,,,-2.40955,-7.2731,-1.80106
-2.86952,,,,-3.5477,,,,,,,-2.8252,,-7.7267,,-2.3082,,,-2.77608,-7.34301,-1.79953
-2.67979,,,,-3.1237,,,,,,,-3.2067,,-7.8231,,-2.295,,,-3.1459,-7.43141,-1.81786
-3.32086,,,,-3.144,,,,,,,-3.5694,,-7.8647,,-2.2448,,,-3.5231,-7.52962,-1.80849
-4.0205,,,,-3.9484,,,,,,,-4.0119,,-8.0789,,-2.3146,,,-3.90299,-7.62018,-1.78989
-3.51017,,,,-3.4143,,,,,,,-4.4102,,-8.1755,,-2.2998,,,-4.28905,-7.70538,-1.81163
-3.29347,,,,-3.8401,,,,,,,-4.8116,,-8.2675,,-2.281,,,-4.68107,-7.80433,-1.79745
-5.01284,,,,-6.3384,,,,,,,-5.1066,,-8.1134,,-2.0533,,,-5.07029,-7.8803,-1.79896
-3.17097,,,,-5.7194,,,,,,,-5.5157,,-8.218,,-2.055,,,-5.46476,-7.9789,-1.8197
-5.1352,,,,-7.3432,,,,,,,-5.9389,,-8.3435,,-2.0768,,,-5.86254,-8.0831,-1.80765
-6.095,,,,-7.0773,,,,,,,-6.3632,,-8.4578,,-2.087,,,-6.26799,-8.18384,-1.81794
-6.35938,,,,-7.0595,,,,,,,-6.79,,-8.5652,,-2.0899,,,-6.68036,-8.25992,-1.79895
-6.15782,,,,-7.348,,,,,,,-7.2213,,-8.6706,,-2.0908,,,-7.09433,-8.34424,-1.75291
-7.55185,,,,-7.936,,,,,,,-7.6136,,-8.6808,,-2.0028,,,-7.51496,-8.43494,-1.75413
-6.80044,,,,-8.2749,,,,,,,-8.0519,,-8.7845,,-2.0061,,,-7.93849,-8.51033,-1.7734
-4.50995,,,,-9.3055,,,,,,,-8.5047,,-8.9078,,-2.027,,,-8.36903,-8.58658,-1.7543
-6.94894,,,,-7.8803,,,,,,,-8.933,,-8.9697,,-1.9918,,,-8.80223,-8.6747,-1.76427
-6.53642,,,,-9.4437,,,,,,,-9.3842,,-9.0696,,-1.9921,,,-9.23883,-8.76184,-1.74606
-9.53434,,,,-9.319,,,,,,,-9.8228,,-9.1363,,-1.9641,,,-9.68317,-8.84621,-1.81209
-9.98195,,,,-9.0016,,,,,,,-10.24,,-9.1573,,-1.9002,,,-10.1247,-8.94325,-1.78479
-9.954,,,,-10.059,,,,,,,-10.677,,-9.2115,,-1.8673,,,-10.5761,-9.05879,-1.79916
-10.0019,,,,-9.9317,,,,,,,-11.094,,-9.2255,,-1.8052,,,-11.0355,-9.15615,-1.75348
-11.1621,,,,-12.767,,,,,,,-11.603,,-9.3918,,-1.8631,,,-11.4984,-9.24695,-1.77487
-10.2743,,,,-12.116,,,,,,,-12.074,,-9.4838,,-1.8623,,,-11.96,-9.33402,-1.74612
-10.2011,,,,-11.748,,,,,,,-12.507,,-9.5095,,-1.8137,,,-12.4312,-9.43061,-1.79787
-11.8386,,,,-12.989,,,,,,,-12.982,,-9.5952,,-1.8102,,,-12.9033,-9.51745,-1.83023
